huuid,depart ,arrivée,type_itinéraire,difficulte,type_sol,longueur,largeur,altitude_min,altitude_max,etat_itineraire
9bc1a367-aff1-439a-9f78-70a135d0c316,"6.493180198261991,45.142614358844","6.485861919064964,45.154115917402684",Sentier,,Cailloux + herbe,1796.54,"0,4 m",,,Bon
239f9c10-eb2b-4076-bf14-a17858e88b06,"6.470398459048658,45.15404552590171","6.473435230038896,45.15344203725033",Chemin,,Cailloux + herbe,256.47,"3,5 m",,,Bon
284d1b1b-2c91-4eb8-a076-f83b5aa4d041,"6.484933310796798,45.1649254668725","6.485861919389335,45.15411591774601",Sentier,,Cailloux + herbe,1313.52,"0,4 m",,,Bon
2d482028-fab6-4fc3-9708-6c3728abf520,"6.517232350558041,45.165714392948935","6.534660565250131,45.16244565666393",Sentier,,Cailloux + terre,1820.37,"0,4 m",,,Bon
22bce3e9-b800-4d38-86a5-8e5c0a987abb,"6.489622591733299,45.18884378341372","6.489061999955336,45.18736157335917",Sentier,,Herbe + terre,220.56,"0,4 m",,,Bon
405e674c-a1ac-40c1-9016-c353977fdd63,"6.539816319060249,45.187732225914054","6.505455857372393,45.18971705618878",Sentier,,Cailloux + herbe,3741.32,"0,4 m",,,Assez bon
3a08388f-9941-49ac-a972-350a0975777c,"6.563932353053134,45.159670398125364","6.567459642769557,45.16744145373204",Sentier,,Cailloux + herbe,1055.6,"0,8 m",,,Bon
bee69fba-40e1-41b9-aa01-e62ce382adb8,"6.544535998953751,45.16391675684555","6.563932353053134,45.159670398125364",Sentier,,Cailloux + terre,2505.61,"0,4 m",,,Bon
f15b774b-01ad-4560-8e40-56d2268b5f91,"6.487499007185106,45.17697685094584","6.482307075666758,45.18298374138355",Route,,Goudron,828.83,"3,5 m",,,Bon
5bdb7739-b831-4e8f-b958-99f50c1106ea,"6.567459642769557,45.16744145373204","6.576174450363717,45.18031310277737",Sentier,,Cailloux + terre,1694.72,"1,2 m",,,Bon
dbb8ec1d-1ef0-458b-9362-6476d396219e,"6.490152319658628,45.17931104936097","6.48384819920124,45.18555050010297",Chemin,,Gravier,895.47,"3,5 m",,,Bon
c16b1f5f-67b2-47ad-ab43-855bb8c9e703,"6.489303938290062,45.17484849979151","6.489081596827493,45.172349778270416",Chemin,,Terre,283.28,"3,5 m",,,Bon
682e8daa-1980-4c91-9a6e-25ce39bbdab5,"6.491298347326279,45.17859100637921","6.492504346398897,45.17736022056685",Chemin,,Gravier,172.95,"3,5 m",,,Bon
4fcd677d-f363-4406-959f-ceeb03912b2e,"6.492504346398897,45.17736022056685","6.497621868473725,45.17561253108222",Chemin,,Gravier,661.6,"3,5 m",,,Bon
4f1c87c8-d0a0-480b-9d2d-8917495c5f02,"6.488953237300205,45.176216658050556","6.489303938290062,45.17484849979151",Route,,Goudron,176.5,"3,5 m",,,Bon
efef3321-ee79-47c1-b69e-c9b9ee6513af,"6.504201380869629,45.172388506440896","6.498284731101229,45.1741688878655",Sentier,,Cailloux + terre,643.76,"0,4 m",,,Bon
2abc6363-dce3-4958-a1b1-c5ff38b8d4fb,"6.493712198736209,45.187138075854904","6.497684854757933,45.18941889930183",Sentier,,Herbe + terre,530.8,"0,4 m",,,Bon
179ad474-83b2-4009-8046-7ed910ee7d98,"6.488953237300205,45.176216658050556","6.487499007185106,45.17697685094584",Route,,Goudron,142.58,"3,5 m",,,Bon
dc034c48-70df-41ec-84d0-97d204930029,"6.505455857372393,45.18971705618878","6.497684854757933,45.18941889930183",Sentier,,Cailloux + terre,641.91,"0,4 m",,,Bon
006cdbb7-a70e-4661-9a3e-b6fdfddab38c,"6.552770027440428,45.188958328415076","6.551933177925394,45.188262677754025",Sentier,,,120.43,"3,5 m",,,
6d252b81-9f6c-4e61-b61d-d0e140a6995c,"6.553522192997648,45.187142740212764","6.5424657240212,45.18743091030181",Sentier,,Herbe + terre,1083.03,"0,4 m",,,Bon
a86528f1-413b-480b-bda6-0067023e625d,"6.491298347326279,45.17859100637921","6.490152319658628,45.17931104936097",Chemin,,Gravier,122.52,"3,5 m",,,Bon
f702029f-c579-4745-b625-d234633a0daf,"6.544535998953751,45.16391675684555","6.540385280453151,45.16348787962536",Sentier,,Cailloux + terre,805.53,"0,4 m",,,Bon
a2681689-2e7b-4921-aa73-9da5c8918741,"6.489622591733299,45.18884378341372","6.491597970589928,45.189088748969866",Inexistant,,,158.88,0,,,
d4941759-6d45-4614-9482-338a4ddb0f88,"6.539816319060249,45.187732225914054","6.542465724021201,45.18743091030184",Sentier,,Herbe + terre,252.91,"0,4 m",,,Assez bon
35e061f3-ef83-4cc2-a1eb-03bdcd8920a0,"6.567459642769557,45.16744145373204","6.552770027440428,45.188958328415076",Sentier,,Cailloux + herbe,4352.47,"0,4 m",,,Assez bon
211a07f2-f397-4d1b-8701-03fbe883a669,"6.565222727006479,45.1559365320852","6.574300541700909,45.13715107427356",Sentier,,Cailloux + terre,3281.18,"0,4 m",,,Bon
20d0c12d-8cb6-46bb-aa2b-d34e842713e4,"6.568418599279204,45.15780330144042","6.584162359247384,45.17716601327278",Sentier,,Cailloux + herbe,3001.75,"0,4 m",,,Assez bon
ac0fd4dd-5f89-45df-bc89-3cd29dd91f38,"6.565222727006479,45.1559365320852","6.563932353053134,45.159670398125364",Sentier,,Herbe + terre,577.17,"1,2 m",,,Bon
af4f16e1-f8f7-41ea-9b0a-23f6f9a71b35,"6.584162359247384,45.17716601327278","6.583163477128787,45.18001224922772",Sentier,,Cailloux + herbe,402.33,"0,8 m",,,Bon
206c8bf0-9003-45c8-977d-95e19b35ac4a,"6.57822288351886,45.130947677719256","6.574300541700909,45.13715107427356",Sentier,,Cailloux,913.71,"0,4 m",,,Bon
f9a6bb8e-aadb-43d8-b7bb-7bf91990bd9f,"6.56747482775765,45.15731179751146","6.568421558027227,45.157803690788384",Sentier,,Herbe + terre,377.73,"0,4 m",,,Bon
c9d43406-9c4b-454b-ba07-362dc4034779,"6.57822288351886,45.130947677719256","6.599785380336213,45.1233283233313",Sentier,,Cailloux,2230.73,"0,4 m",,,Bon
8dd569e1-418d-4d12-b40a-dbd6ae60c869,"6.576174450363717,45.18031310277737","6.57619664420556,45.18855024461156",Sentier,,Cailloux + terre,1436.94,"1,2 m",,,Assez bon
e4d49f69-a668-4058-bb89-80128f0aa506,"6.600085205449547,45.18410392023103","6.584443865851502,45.187567352719995",Sentier,,,1630.94,0,,,
9a676160-9ed5-415f-b8fc-d7782f416d3a,"6.577108302004347,45.19088841528761","6.57619664420556,45.18855024461156",Sentier,,Cailloux + terre,272.9,"1,2 m",,,Assez bon
a8525e2f-5f3c-4861-a81f-e6cd61e09982,"6.600085205449547,45.18410392023103","6.591169373420391,45.183518060613395",Sentier,,,810.78,0,,,
616ae64c-3c07-43dc-b336-e98170d49453,"6.565532727633459,45.20525934032754","6.562218347418604,45.2063939375032",Sentier,,Cailloux + terre,325.07,"1,2 m",,,Bon
c179bde7-072b-4d2b-90de-edb010e588a7,"6.576844897906136,45.193866737626905","6.577108302004347,45.19088841528761",Sentier,,Cailloux + terre,362.24,"1,2 m",,,Bon
daceedf0-210d-4ab1-993c-73483d968baf,"6.564524857162415,45.195961178113414","6.566869276827694,45.196310247226556",Chemin,,Gravier,191.25,"3,5 m",,,Bon
9e53c6bd-f434-4733-b5a7-00b959667830,"6.546876582790466,45.19604303899646","6.564524857162415,45.195961178113414",Chemin,,Gravier,1521.82,"3,5 m",,,Bon
3a925fdc-5724-4863-9765-10e7197b2a28,"6.576844897906136,45.193866737626905","6.577503448647934,45.19440108676151",Chemin,,Gravier,81.48,"3,5 m",,,Bon
de8cfcf4-ca98-46d3-8c82-9f2900cd05f3,"6.565532727633459,45.20525934032754","6.566513210202282,45.20478264038169",Sentier,,Cailloux + terre,94.03,"1,2 m",,,Bon
18b7b9b2-9766-4e9d-9ae4-1d68a25ea3cc,"6.566513210202282,45.20478264038169","6.574237616396018,45.201206013714696",Sentier,,Cailloux + terre,746.86,"1,2 m",,,Bon
5110e66e-73e3-4c99-aff7-57d892c25126,"6.576736893320508,45.20260378680183","6.578661626918803,45.20153654341742",Chemin,,,207.78,0,,,
a6408e55-57ad-4c07-96e9-b91c94df790f,"6.54723732519123,45.19679455156657","6.565310694593863,45.19677786691607",Sentier,,Cailloux + terre,1523.96,"0,8 m",,,Bon
f71d27ce-2fe3-49fe-b944-eb4edb50a819,"6.577503448647934,45.19440108676151","6.575339064349852,45.195684739847245",Sentier,,Cailloux + terre,265.59,"0,4 m",,,Bon
8d4cd060-4b9d-46fd-8346-4305958d67fc,"6.573830428879676,45.19782432767047","6.573507021136244,45.198850558646356",Sentier,,Cailloux + terre,206.53,"0,4 m",,,Assez bon
5505532c-5be1-4cf8-a24b-8388587e90bb,"6.574456290393962,45.196717641158095","6.574137778621229,45.197185441512964",Sentier,,Cailloux + terre,58.08,"0,4 m",,,Bon
923627e5-ef57-47cc-a0c4-671331f1ef5b,"6.565310694593863,45.19677786691607","6.566869276827694,45.196310247226556",Sentier,,Cailloux + terre,142.39,"0,8 m",,,Bon
99a666ff-3965-4fce-9a43-f81b259970cf,"6.566869276827694,45.196310247226556","6.575851427590407,45.19232990950677",Sentier,,Cailloux + terre,875.62,"0,8 m",,,Assez bon
423734aa-77ba-4768-98fe-dd65f0562ce6,"6.577411102624023,45.2011853029241","6.574237616396018,45.201206013714696",Chemin,,Cailloux + herbe,251.52,"2,00 m",,,Bon
aac7d6be-3767-4494-97b3-d986796be485,"6.576736893320508,45.20260378680183","6.578871346945052,45.20313132070401",Chemin,,Gravier,380.89,"3,5 m",,,Bon
2adc7551-53af-4803-b442-84c8617aa4ec,"6.566869276827694,45.196310247226556","6.576844897906136,45.193866737626905",Chemin,,Gravier,936.38,"3,5 m",,,Bon
e04ca600-aab5-4cd2-ab30-edb5ec6826f8,"6.561814610040678,45.20647696400084","6.561782341078031,45.206611287055",Route,,Goudron,15.15,4,,,Bon
726ce603-55cb-49ed-a1d3-99b0d487230e,"6.562218347418604,45.2063939375032","6.561814610040678,45.20647696400084",Chemin,,Gravier,42.79,"2,00 m",,,Bon
58668635-8825-4560-bdae-266802670af9,"6.566242086387136,45.20885157044012","6.565937129514924,45.20848293717432",Sentier,,Herbe + terre,152.91,"1,2 m",,,Bon
b4ebd499-8ccb-46ee-a660-4b8f504b2088,"6.556914382325795,45.208573754070684","6.56624246250551,45.20885334488063",Sentier,,Herbe + terre,832.63,"1,2 m",,,Bon
1bdb339d-4911-43fa-b24c-15f810496578,"6.5557032514027,45.21035753929772","6.553573276712786,45.21137410215561",Route,,Goudron,214.24,5.5,,,Bon
8a3cf138-e4b3-4aef-a363-53fe80ec8d74,"6.556914382325795,45.208573754070684","6.556174443504109,45.21002760614081",Route,,Goudron,271.13,5.5,,,Bon
591375b2-5770-4bc9-acba-31c6684b48a3,"6.551098630699364,45.21280590108228","6.551308179333526,45.212552504353546",Route,,Goudron,32.73,4,,,Bon
c49ab177-cd19-4d47-89c9-3aa311ba70d4,"6.550704874098784,45.2125712654862","6.543470045059174,45.20979744640372",Route,,Goudron,693.14,3,,,Bon
c6ea2906-70f5-4f72-94b0-610621763d97,"6.557763326194114,45.213294467702156","6.556967702929733,45.213407869087696",Route,,Goudron,65.01,3,,,Bon
a6a3c559-7fa3-4cd6-86c5-1419cbe44560,"6.561273416031685,45.211977490116965","6.557763326194114,45.213294467702156",Route,,Goudron,319.99,4,,,Bon
cd8dac78-0233-4fb7-b07f-814174839f66,"6.553239677952154,45.21985199228523","6.552779141998519,45.22206419860397",Sentier,,Cailloux + terre,353.88,"0,8 m",,,Bon
1c963299-9a6d-4579-9d54-48e8e2ad353c,"6.556737265135974,45.216575665546635","6.556789743110254,45.21647853583016",Chemin,,Terre,12.42,"3,5 m",,,Bon
cbfabd6f-b1e2-4b1c-a863-fad5375f64f6,"6.553239677952154,45.21985199228523","6.553733280349153,45.21963646547052",Chemin,,Terre,48.34,"3,5 m",,,Bon
13e790f7-da3e-4305-8506-0c1b8d6d6387,"6.575934834750602,45.216658234964456","6.590983814766092,45.21421704725146",Sentier,,,1347.8,"0,8 m",,,Bon
745dd49c-d807-4b8b-8ba7-25029c5c224b,"6.561756460640598,45.21373026998698","6.574848540146138,45.2168981913561",Sentier,,Cailloux + terre,1285.89,"0,8 m",,,Assez bon
6afd5f87-9367-47f4-ac7d-16d789ba787a,"6.556920268845068,45.21370569472665","6.556789743110254,45.21647853583016",Sentier,,Cailloux + terre,491.7,"0,8 m",,,Bon
412bc9de-def6-4fab-a426-3da0119fb83d,"6.553733280349153,45.21963646547052","6.556737265135974,45.216575665546635",Sentier,,Cailloux + terre,480.41,"0,8 m",,,Bon
b676553f-0ab3-4ef2-b47f-3eaca8c975e8,"6.571833736367791,45.210016525087234","6.581020302835936,45.20988047060306",Sentier,,Cailloux + terre,803.52,"0,8 m",,,Bon
6a5688a6-ef8a-4703-8380-a57f31664e4b,"6.562179608192594,45.21190019069288","6.568395144256185,45.210927325741416",Chemin,,Herbe,516.91,"2,00 m",,,Bon
97cb0806-3c05-484e-9cd2-bb26c9ecfde7,"6.556920268845068,45.21370569472665","6.556967702929733,45.213407869087696",Sentier,,Goudron,59.95,"1,2 m",,,Bon
242fae14-7461-4963-8ff1-fc737461ef3e,"6.561273416031685,45.211977490116965","6.562179608192594,45.21190019069288",Route,,Goudron,81.67,4,,,Bon
d58c1238-3fff-4fa2-9876-2b2444e09c63,"6.559218949792485,45.213583769980715","6.561756460640598,45.21373026998698",Chemin,,Gravier,214.59,"2,00 m",,,Bon
93503b9a-e792-4d8e-8ce5-634f6866eb3b,"6.572531865023564,45.2280784122943","6.560797906803918,45.23377845758635",Sentier,,Herbe + terre,1210.16,"0,4 m",,,Assez bon
a376294d-7b10-42b4-aa00-454a5a2179fa,"6.554059761650547,45.23664467335598","6.548737563286871,45.234989462792285",Chemin,,Gravier,863.75,"3,5 m",,,Bon
bc6635fd-e49d-45bc-8095-dde38cdd95cc,"6.564108617242868,45.2431093767345","6.561294260478243,45.240006368556195",Chemin,,Gravier,559.04,"3,5 m",,,Bon
f9bf8bb7-6558-49ec-9127-e7c5cabf4c75,"6.548737563286871,45.234989462792285","6.53992154624191,45.23731059021135",Chemin,,Gravier,1707.12,"2,00 m",,,Bon
22cd7ac3-b894-4c09-bbc3-16067394e5e8,"6.559597524613375,45.23946463270846","6.556226135171561,45.2366988095645",Sentier,,Cailloux + herbe,419.92,"0,8 m",,,Bon
6afce554-bb43-4a32-ab85-bab13578b137,"6.554816651199773,45.23423937034617","6.553426886016265,45.232560199704",Sentier,,Cailloux + herbe,240.07,"0,8 m",,,Bon
3ccd0733-0fd1-4abf-aff3-4b562cc20612,"6.559597524613375,45.23946463270846","6.561294260478243,45.240006368556195",Sentier,,Cailloux + herbe,168.51,"0,8 m",,,Bon
ad9d7e64-3f13-4b84-8620-2772b88b61ff,"6.555296068215632,45.235794026699786","6.554816651199773,45.23423937034617",Sentier,,Cailloux + herbe,313.8,"0,8 m",,,Bon
a2bb1ca5-a370-404d-94a9-d750011461f2,"6.537634492438431,45.23043235923784","6.548737563286871,45.234989462792285",Chemin,,Herbe,1291.17,"2,00 m",,,Bon
95880c2c-7660-4e03-ac79-d7bb23c9681e,"6.529121957552134,45.232375263415705","6.512594059817748,45.22969325177148",Sentier,,Cailloux + herbe,1652.6,"0,4 m",,,Mauvais
4d0fca5c-4097-44c1-bba4-c607f636c2a5,"6.535660067776465,45.23037113685098","6.537634492438431,45.23043235923784",Sentier,,Cailloux,210.21,"0,8 m",,,Bon
79ee336b-400c-49ef-acf6-3fec97f51ec4,"6.552488931257763,45.22364673586282","6.552947480207797,45.22202556300717",Chemin,,Cailloux + terre,188.49,"0,8 m",,,Bon
aa343f4d-f558-449a-b6f0-ea9c85c528dc,"6.552947480207797,45.22202556300717","6.552779141998519,45.22206419860397",Chemin,,Terre,16.54,"3,5 m",,,Bon
9ee3e417-a30d-488b-959a-7413095e2c91,"6.569082478184837,45.250490814575464","6.569696099781557,45.24653802439208",Chemin,,Gravier,536.1,"3,5 m",,,Bon
cdeb86c2-fb7f-44a1-b2f8-5df1b7b98fc8,"6.532785423052712,45.245904598686415","6.521736286413655,45.249355089308885",Inexistant,,Cailloux,1453.73,0,,,Mauvais
430da344-0862-4a3a-ade3-8c12b46caad7,"6.503493992253674,45.22780064848864","6.495694675726781,45.22998054902471",Chemin,,Cailloux + terre,673.1,"2,00 m",,,Bon
d2ba43a3-c464-4d03-a9c3-dca54ea1c234,"6.504376536601744,45.23325103182069","6.507819143800409,45.23120205108353",Chemin,,Cailloux + gravier,363.17,"2,00 m",,,Bon
68a92e06-9586-4cf1-85eb-c75081c3e522,"6.492509416901976,45.224632805876055","6.491736420893496,45.224581116438024",Sentier,,Herbe + terre,73.72,"0,8 m",,,Bon
61317594-f71d-4b4d-bc5d-7c6678aa3cca,"6.492509416901976,45.224632805876055","6.492147041470145,45.23057937492624",Sentier,,Cailloux + herbe,918.74,"0,8 m",,,Bon
39ffb865-f064-467e-ba74-42a6d8d3ae26,"6.502970329764776,45.23347400789164","6.493438918532958,45.23384811611525",Sentier,,Herbe + terre,898.14,"0,4 m",,,Mauvais
ad7a046a-581c-49ac-a974-2ce25056f5e9,"6.495862315873395,45.22458510527596","6.507252271617523,45.22139614895074",Chemin,,Gravier,1057.01,"3,5 m",,,Bon
b5730922-9002-403b-be53-b9f4f7427c95,"6.492263946081049,45.23053251867108","6.493438918532958,45.23384811611525",Sentier,,Herbe,531.42,"0,8 m",,,Bon
45f43719-b9ad-4ae8-997f-7411e3f980d9,"6.491919673740886,45.2216203788206","6.494385010504857,45.2246385651061",Sentier,,Cailloux + terre,456.74,"0,8 m",,,Assez bon
95c4d3af-0af9-4114-b2ff-6e026312ec01,"6.492509416901976,45.224632805876055","6.494537094689619,45.22475545056486",Chemin,,Gravier,162.32,"2,00 m",,,Bon
f62c0510-79fa-4467-9361-ddce32df16d9,"6.491919673740886,45.2216203788206","6.49079649965326,45.2244445007008",Sentier,,Cailloux + terre,445.05,"1,2 m",,,Bon
fb3340db-95c0-4547-a33f-6c7a7f125ae3,"6.490737099878957,45.220295601452406","6.491919673740886,45.2216203788206",Sentier,,Cailloux + terre,213.95,"1,2 m",,,Bon
ba50ff54-8912-4b97-936a-218ec9235479,"6.503493992253674,45.22780064848864","6.509428627388682,45.22221661282974",Sentier,,Herbe + terre,1041.1,"0,8 m",,,Assez bon
a72dbb85-2e46-44c6-8827-2ae4f91732c1,"6.474017767648928,45.22099683152697","6.47486860604736,45.22010235924496",Route,,Goudron,292.54,4,,,Bon
f05c2b6d-e74a-4231-875d-d795bde060f0,"6.476382379560063,45.221233693756986","6.475032732680519,45.221150153497796",Route,,Goudron,265.77,4,,,Bon
4c6ce299-2861-4749-9488-7bd87a7f5169,"6.474865485922988,45.2200105899597","6.472312046480011,45.220182108831466",Route,,Goudron,206.11,4,,,Bon
eaaf9023-295e-4d30-aa39-4453cd236564,"6.47486860604736,45.22010235924496","6.474865485922988,45.2200105899597",Route,,Goudron,2021-04-10 00:00:00,4,,,Bon
cccf5d8b-ac49-416e-9a49-171c9afbb797,"6.475032732680519,45.221150153497796","6.474922443943485,45.22109771632912",Route,,Goudron,10.46,4,,,Bon
c26a686a-89f6-4325-881b-3e9fa5025ad4,"6.474865485922988,45.2200105899597","6.47465904993933,45.21914422931406",Sentier,,Cailloux + herbe,105.44,"1,2 m",,,Bon
f6b6e786-9c81-4def-aabc-39f89974a124,"6.491206743676362,45.22007173495713","6.490737099878951,45.22029560145238",Chemin,,Gravier,44.8,"2,00 m",,,Bon
da943f3c-07c3-473a-8476-e4a3d463ac16,"6.47465904993933,45.21914422931406","6.475209309444189,45.219181290699524",Route,,Goudron,46.08,4,,,Bon
c3ac9b2e-1ee0-4979-a93e-9da2a792bb32,"6.477007658402901,45.2211027113965","6.48387142997956,45.21830212930564",Sentier,,Cailloux + herbe,721.83,"1,2 m",,,Bon
a4ecdb76-c049-4217-b239-285673f61d99,"6.489145850527347,45.220520180148284","6.489413863467431,45.218595280876784",Chemin,,Herbe + terre,466.26,"2,00 m",,,Bon
7914bea9-ad23-4dee-ada8-38efee7658fd,"6.472250959583276,45.2200182730584","6.475048772750953,45.21854228080239",Route,,Goudron,291.87,3.5,,,Bon
457c2d4e-6e35-428e-99fe-96e9856206e4,"6.489473394453939,45.22027406050272","6.49003051574249,45.22017483831428",Route,,Goudron,104.4,2,,,Bon
c1794aae-c657-4132-8dc8-560414e4d180,"6.491206743676359,45.22007173495716","6.491084314879713,45.21957746721849",Sentier,,Gravier,79.62,"1,2 m",,,Bon
63eb388b-5bbd-4e1b-8986-307944f894ad,"6.476382379560063,45.221233693756986","6.477007658402901,45.2211027113965",Chemin,,Gravier,53.1,"2,00 m",,,Bon
b1a5ce79-0894-456f-a9e4-0d46b96a0534,"6.49003051574249,45.22017483831428","6.490777431107398,45.220279584400004",Chemin,,Gravier,216.38,"2,00 m",,,Bon
9e079feb-bd4f-4462-82fa-43fa53ccfc15,"6.475209309444189,45.219181290699524","6.475048772750953,45.21854228080239",Route,,Goudron,115.42,4,,,Bon
a5f14591-65ee-4753-8f8d-8f55d152d7ad,"6.475048772750953,45.21854228080239","6.475319353546865,45.21830156349173",Route,,Goudron,40.92,3,,,Bon
6b9e2715-bee2-418c-93a3-8790d35801f4,"6.487848697579535,45.21598052818414","6.487113352146057,45.21577363278564",Route,,Goudron,63.05,3,,,Bon
d0d31cf9-f229-49af-b5da-0102305c2f53,"6.474696270585039,45.22117044135518","6.474922443943485,45.22109771632912",Sentier,,Cailloux + terre,19.52,"0,8 m",,,Bon
b5c2fff1-bdfe-483f-97c9-d0ae1c6433c1,"6.490652401258685,45.2162314066226","6.490166028879268,45.21692402948947",Chemin,,Gravier,95.67,"2,00 m",,,Bon
144c8328-1cf4-450b-9ae8-833f053082b2,"6.487113352146057,45.21577363278564","6.48387142997956,45.21830212930564",Route,,Goudron,397.99,3,,,Bon
51630e99-e203-4500-9078-3ba3c2ab0966,"6.489145850527347,45.220520180148284","6.489473394453939,45.22027406050272",Route,,Goudron,37.6,4,,,Bon
7ce9ca24-cf95-42fd-8348-95763ce917f3,"6.487848697579535,45.21598052818414","6.489453188456327,45.21643519110193",Route,,Goudron,141.79,3,,,Bon
0bd19f67-67a7-4b30-b625-c00f17a954d5,"6.490171551094065,45.21692118449993","6.489735513649348,45.216590362542206",Sentier,,Herbe + terre,56.06,"1,2 m",,,Bon
5f57571b-e6c9-4da9-b46c-90cd8af4b4c5,"6.489453188456327,45.21643519110193","6.489535043632819,45.21646057584207",Route,,Goudron,7.52,3,,,Bon
90228017-82de-45f9-bc39-17fe08dc10d8,"6.489735513649348,45.216590362542206","6.489535043632819,45.21646057584207",Sentier,,Goudron,26.68,"1,2 m",,,Bon
741d0936-7b5d-4297-af82-8a2ea7983900,"6.489535043632819,45.21646057584207","6.490652401258685,45.2162314066226",Route,,Goudron,92.91,3,,,Bon
00600fb8-5001-4a8f-a33b-720309803cf3,"6.473470766872347,45.21463531573161","6.475048772750953,45.21854228080239",Route,,Goudron,534.14,4,,,Bon
4a7b2b18-30b1-459b-885b-b290d97c5f59,"6.473470766872347,45.21463531573161","6.472108606489074,45.213664993426555",Route,,Goudron,154.8,5.5,,,Bon
e4245072-8e21-48da-8442-e4c4776db501,"6.479900170993572,45.21289761278504","6.484253457495249,45.21076715815103",Route,,Goudron,520.59,4,,,Bon
9c228f49-05b9-4e6d-8981-d20655c4193a,"6.490171551094065,45.21692118449993","6.489745821912459,45.217064688914526",Chemin,,Gravier,38.18,"2,00 m",,,Bon
4ee07a6b-5fd1-4d88-a5ec-a2409e69b981,"6.489745821912459,45.217064688914526","6.490548935244786,45.219575147601",Sentier,,Cailloux + herbe,411.58,"1,2 m",,,Bon
c7b26f60-9f28-40d6-bba4-64b8cf686ee8,"6.479552966049675,45.21338208342771","6.475319353546865,45.21830156349173",Sentier,,Herbe + terre,678.7,"1,2 m",,,Bon
6676c299-bc5e-436c-973d-505a8c7b54b7,"6.47951558878463,45.209398761373514","6.47951558878463,45.209398761373514",Route,,Goudron,729.99,4,,,Bon
ff30f8b6-894c-4113-b355-af9051e63f8d,"6.49713832393563,45.208693717958795","6.487423409721207,45.20907372521606",Sentier,,Cailloux + terre,806.11,"0,8 m",,,Assez bon
